Ticker,Name,Market Cap,Sector,Industry
EPRT,Essential Properties Realty Trust Inc,3698962744,Real Estate,REITs
LPL,LG Display Co Ltd,3685501710,Technology,Computer Hardware
YETI,YETI Holdings Inc,3672421970,Unknown,Unknown
MEDX,HORIZON KINETICS MEDICAL ETF ,3668657119,Unknown,Unknown
UA,Under Armour Inc - Class C,3663929530,Consumer Cyclical,Manufacturing - Apparel & Furniture
EVO,Evotec SE,3655841811,Unknown,Unknown
HHH,Howard Hughes Corporation,3652499588,Real Estate,Real Estate Services
ANF,Abercrombie & Fitch Co. - Class A,3645231631,Consumer Cyclical,Retail - Apparel & Specialty
EURN,Euronav NV,3644321117,Industrials,Transportation & Logistics
ERF,Enerplus Corporation,3636540000,Energy,Oil & Gas - E&P
AEIS,Advanced Energy Industries Inc,3633325746,Technology,Computer Hardware
CRVL,Corvel Corp,3625202909,Financial Services,Brokers & Exchanges
ACA,Arcosa Inc,3622998248,Unknown,Unknown
ENS,Enersys,3617668507,Technology,Computer Hardware
PNM,PNM Resources Inc,3614506544,Utilities,Utilities - Regulated
BCO,Brink`s Company,3611038003,Industrials,Consulting & Outsourcing
NEOG,Neogen Corp,3610195741,Healthcare,Medical Diagnostics & Research
GBCI,Glacier Bancorp Inc,3606772566,Financial Services,Banks
ACAD,Acadia Pharmaceuticals Inc,3600397609,Healthcare,Biotechnology
PYCR,Paycor HCM Inc,3590320321,Unknown Sector,Unknown Industry
INST,Instructure Holdings Inc,3588249017,Unknown Sector,Unknown Industry
NVMI,Nova Ltd,3573003600,Technology,Semiconductors
ATS,ATS Corporation.,3571569466,Unknown,Unknown
ASAI,Sendas Distribuidora S.A.,3564992452,Unknown Sector,Unknown Industry
NUVL,Nuvalent Inc - Class A,3564049625,Unknown Sector,Unknown Industry
BIPC,Brookfield Infrastructure Corp - Class A (Subordinate Share),3560885487,Unknown Sector,Unknown Industry
KRC,Kilroy Realty Corp,3551662391,Real Estate,REITs
CRC,California Resources Corporation - New,3528107175,Unknown Sector,Unknown Industry
HRI,Herc Holdings Inc,3522551012,Industrials,Consulting & Outsourcing
MDGL,Madrigal Pharmaceuticals Inc,3518400462,Healthcare,Biotechnology
HWC,Hancock Whitney Corp,3487221495,Financial Services,Banks
NOG,Northern Oil and Gas Inc,3483702287,Energy,Oil & Gas - E&P
BL,BlackLine Inc,3474091615,Technology,Application Software
UMBF,UMB Financial Corp,3470596831,Financial Services,Banks
STR,Sitio Royalties Corp - Class A,3462626758,Energy,Oil & Gas - E&P
TRAK,DealerTrack Technologies Inc,3460711858,Tech,Internet Software & Services
MLCO,Melco Resorts & Entertainment Ltd,3450578973,Consumer Cyclical,Travel & Leisure
AZTA,Azenta Inc,3449825706,Technology,Semiconductors
RLX,RLX Technology Inc,3444607841,Unknown Sector,Unknown Industry
BKH,Black Hills Corporation,3435409633,Utilities,Utilities - Regulated
CNX,CNX Resources Corp,3427900634,Energy,Oil & Gas - E&P
AVAV,AeroVironment Inc,3426258284,Industrials,Aerospace & Defense
FWPAY,Forward Pharma A/S,3425309694,Healthcare,Biotechnology
SKY,Skyline Champion Corp,3419433511,Consumer Cyclical,Homebuilding & Construction
INSM,Insmed Inc,3412374000,Healthcare,Biotechnology
UAA,Under Armour Inc - Class A,3411299735,Consumer Cyclical,Manufacturing - Apparel & Furniture
EPR,EPR Properties,3399388683,Real Estate,REITs
JBT,John Bean Technologies Corp,3396467492,Industrials,Industrial Products
MAIN,Main Street Capital Corporation,3393561583,Financial Services,Asset Management
NARI,Inari Medical Inc,3387804555,Unknown Sector,Unknown Industry
ATHM,Autohome Inc,3385474623,Technology,Online Media
MATX,Matson Inc,3378930272,Industrials,Transportation & Logistics
FRPT,Freshpet Inc,3366470623,Consumer Defensive,Consumer Packaged Goods
VRRM,Verra Mobility Corp - Class A,3356088325,Industrials,Consulting & Outsourcing
EVH,Evolent Health Inc - Class A,3346374443,Technology,Application Software
TEX,Terex Corp,3339670000,Industrials,Farm & Construction Machinery
LBRT,Liberty Energy Inc - Class A,3334595433,Energy,Oil & Gas - Services
SBRA,Sabra Healthcare REIT Inc,3334173048,Real Estate,REITs
MRTX,Mirati Therapeutics Inc,3333122236,Healthcare,Biotechnology
FLNC,Fluence Energy Inc - Class A,3331312641,Unknown Sector,Unknown Industry
WHD,Cactus Inc - Class A,3329688748,Energy,Oil & Gas - Services
AI,C3.ai Inc - Class A,3329660678,Unknown Sector,Unknown Industry
VC,Visteon Corp,3326961673,Consumer Cyclical,Autos
CEIX,Consol Energy Inc,3322610214,Basic Materials,Coal
CRS,Carpenter Technology Corp,3320196249,Industrials,Industrial Products
KNF,Knife River Corp,3317042789,Unknown Sector,Unknown Industry
CNMD,Conmed Corp,3316511735,Healthcare,Medical Devices
AEO,American Eagle Outfitters Inc,3315748502,Consumer Cyclical,Retail - Apparel & Specialty
BHF,Brighthouse Financial Inc,3315078893,Financial Services,Insurance - Life
BGC,BGC Group Inc - Class A,3312113313,Unknown Sector,Unknown Industry
OMAB,Grupo Aeroportuario del Centro Norte S.A.B de C.V.,3301748584,Industrials,Transportation & Logistics
MQ,Marqeta Inc - Class A,3300327758,Unknown Sector,Unknown Industry
GRP-U,Granite Real Estate Investment Trust - Units,3294606000,Unknown,Unknown
NCNO,Ncino Inc,3292395243,Unknown Sector,Unknown Industry
WOR,Worthington Industries Inc,3291709384,Basic Materials,Steel
OGS,ONE Gas Inc,3288697983,Utilities,Utilities - Regulated
MDC,M.D.C. Holdings Inc,3288243248,Consumer Cyclical,Homebuilding & Construction
CLS,Celestica Inc,3275691000,Technology,Computer Hardware
WIRE,Encore Wire Corp,3267490060,Technology,Computer Hardware
SLM,SLM Corp,3246521121,Financial Services,Credit Services
SLAB,Silicon Laboratories Inc,3244110899,Technology,Semiconductors
WDFC,WD-40 Company,3242605222,Basic Materials,Chemicals
BAK,Braskem S.A.,3236982540,Basic Materials,Chemicals
BTG,B2gold Corp,3235475040,Basic Materials,Metals & Mining
JJSF,J&J Snack Foods Corp,3233998162,Consumer Defensive,Consumer Packaged Goods
IIJIY,Internet Initiative Japan Inc,3231027538,Technology,Communication Equipment
CCOI,Cogent Communications Holdings Inc,3223429357,Communication Services,Communication Services
PGNY,Progyny Inc,3221873486,Unknown Sector,Unknown Industry
NNI,Nelnet Inc - Class A,3216936676,Financial Services,Credit Services
CVI,CVR Energy Inc,3208936720,Energy,Oil & Gas - Refining & Marketing
AUR,Aurora Innovation Inc - Class A,3207753954,Unknown Sector,Unknown Industry
GTES,Gates Industrial Corporation plc,3206006820,Industrials,Industrial Products
UNF,Unifirst Corp,3203086502,Consumer Cyclical,Manufacturing - Apparel & Furniture
TGNA,TEGNA Inc,3190093339,Consumer Cyclical,Entertainment
IART,Integra Lifesciences Holdings Corp,3186145945,Healthcare,Medical Devices
SR,Spire Inc,3184067943,Utilities,Utilities - Regulated
AB,AllianceBernstein Holding Lp,3180688995,Financial Services,Asset Management
MC,Moelis & Co - Class A,3180081019,Financial Services,Asset Management
PAGS,PagSeguro Digital Ltd - Class A,3177423299,Technology,Application Software
SBSW,Sibanye Stillwater Ltd,3173499084,Basic Materials,Metals & Mining
GET,GetnetAdquirencia e Servicos para Meios de Pagamento S.A. - Instituica,3173427743,Unknown Sector,Unknown Industry
RPD,Rapid7 Inc,3166598036,Technology,Application Software
ALE,Allete Inc,3162638506,Utilities,Utilities - Regulated
SEAS,SeaWorld Entertainment Inc,3161465600,Consumer Cyclical,Travel & Leisure
OTTR,Otter Tail Corporation,3159154861,Utilities,Utilities - Regulated
SMG,Scotts Miracle-Gro Company - Class A,3151253425,Basic Materials,Agriculture
DIOD,Diodes Inc,3154157047,Technology,Semiconductors
HCM,HUTCHMED (China) Ltd,3153970840,Healthcare,Drug Manufacturers
BUR,Burford Capital Ltd,3151950666,Unknown,Unknown
YELP,Yelp Inc,3142958966,Technology,Online Media
KWR,Quaker Houghton,3140483480,Basic Materials,Chemicals
NXE,NexGen Energy Ltd,3140226001,Basic Materials,Metals & Mining
CD,Chindata Group Holdings Ltd,3134728827,Unknown Sector,Unknown Industry
BTU,Peabody Energy Corp New,3132752000,Basic Materials,Coal
GEF,Greif Inc - Class A,3131680731,Consumer Cyclical,Packaging & Containers
AAP,Advance Auto Parts Inc,3127541026,Consumer Cyclical,Retail - Apparel & Specialty
RUSHA,Rush Enterprises Inc - Class A,3121984743,Consumer Cyclical,Autos
KOS,Kosmos Energy Ltd,3119541712,Energy,Oil & Gas - E&P
STNG,Scorpio Tankers Inc,3118128517,Industrials,Transportation & Logistics
AVNT,Avient Corp,3116780048,Basic Materials,Chemicals
JOE,St. Joe Company,3116483216,Real Estate,Real Estate Services
MANU,Manchester United Plc. - Class A,3112853580,Consumer Cyclical,Travel & Leisure
NWL,Newell Brands Inc,3110642000,Consumer Defensive,Consumer Packaged Goods
PK,Park Hotels & Resorts Inc,3108718063,Real Estate,REITs
PAGP,Plains GP Holdings LP - Class A,3105992026,Energy,Oil & Gas - Midstream
PLTK,Playtika Holding Corp,3096887482,Unknown Sector,Unknown Industry
ARWR,Arrowhead Pharmaceuticals Inc,3095836192,Healthcare,Biotechnology
VSH,Vishay Intertechnology Inc,3095112606,Technology,Semiconductors
CVLT,Commvault Systems Inc,3090096037,Technology,Application Software
LEG,Leggett & Platt Inc,3086116102,Consumer Cyclical,Manufacturing - Apparel & Furniture
LAZ,Lazard Ltd - Class A,3080769606,Financial Services,Brokers & Exchanges
PDCO,Patterson Companies Inc,3078949140,Healthcare,Medical Distribution
OLK,Olink Holding AB (publ),3077572941,Unknown Sector,Unknown Industry
KAI,Kadant Inc,3073851756,Industrials,Industrial Products
GKOS,Glaukos Corporation,3067354884,Healthcare,Medical Instruments & Equipment
TSEM,Tower Semiconductor Ltd,3063648000,Technology,Semiconductors
CYTK,Cytokinetics Inc,3063296116,Healthcare,Biotechnology
AMED,Amedisys Inc,3061555168,Healthcare,Health Care Providers
NWE,NorthWestern Energy Group Inc,3056128078,Utilities,Utilities - Regulated
FOLD,Amicus Therapeutics Inc,3054966770,Healthcare,Biotechnology
MEOH,Methanex Corp,3051687287,Basic Materials,Chemicals
ZD,Ziff Davis Inc,3039976232,Technology,Application Software
CABO,Cable One Inc,3035934540,Communication Services,Communication Services
EMPW,Emerge EMPWR Unified Sustainable Equity ETF,3032455403,Unknown Sector,Unknown Industry
PAAS,Pan American Silver Corp,3027539445,Basic Materials,Metals & Mining
ITRI,Itron Inc,3020832151,Technology,Computer Hardware
YOU,Clear Secure Inc Class A,3015829794,Unknown Sector,Unknown Industry
CUZ,Cousins Properties Inc,3012723190,Real Estate,REITs
IRT,Independence Realty Trust Inc,3011089692,Real Estate,REITs
ADNT,Adient plc,3008252690,Consumer Cyclical,Autos
FTRE,FORTE SOFTWARE INC,3004716000,Unknown,Unknown
LTH,Life Time Group Holdings Inc,3004304992,Unknown Sector,Unknown Industry
SEM,Select Medical Holdings Corporation,3000584641,Healthcare,Health Care Providers
ERJ,Embraer S.A.,2997119876,Industrials,Aerospace & Defense
DY,Dycom Industries Inc,2995527931,Industrials,Engineering & Construction
TDW,Tidewater Inc - New,2995169390,Energy,Oil & Gas - Services
KTB,Kontoor Brands Inc,2993110306,Unknown Sector,Unknown Industry
SPT,Sprout Social Inc Class A,2990148414,Unknown Sector,Unknown Industry
AWR,American States Water Company,2989572986,Utilities,Utilities - Regulated
CXT,Crane NXT Company,2989222531,Industrials,Industrial Products
ITGR,Integer Holdings Corp,2973079221,Healthcare,Medical Devices
APAM,Artisan Partners Asset Management Inc - Class A,2968215461,Financial Services,Asset Management
SRAD,Sportradar Group AG - Class A,2964346722,Unknown Sector,Unknown Industry
BNL,Broadstone Net Lease Inc,2960767411,Unknown Sector,Unknown Industry
ITCL,Banco Itau Chile.,2959494328,Financial Services,Banks
FORM,FormFactor Inc,2950165420,Technology,Semiconductors
URBN,Urban Outfitters Inc,2949645110,Consumer Cyclical,Retail - Apparel & Specialty
COUR,Coursera Inc,2948916482,Unknown Sector,Unknown Industry
ABCB,Ameris Bancorp,2944642276,Financial Services,Banks
CRK,Comstock Resources Inc,2943538959,Energy,Oil & Gas - E&P
CNO,CNO Financial Group Inc,2939044479,Financial Services,Insurance - Life
ARCB,ArcBest Corp,2936810499,Industrials,Transportation & Logistics
NSA,National Storage Affiliates Trust,2935926713,Real Estate,REITs
VAC,Marriott Vacations Worldwide Corp,2933606017,Consumer Cyclical,Travel & Leisure
CWT,California Water Service Group,2929530540,Utilities,Utilities - Regulated
GHC,Graham Holdings Co. - Class B,2925085615,Consumer Defensive,Education
AXNX,Axonics Inc,2918148122,Unknown,Unknown
FTRE,Fortrea Holdings Inc,2917080000,Unknown Sector,Unknown Industry
ARCH,Arch Resources Inc - Class A,2911244701,Basic Materials,Coal
UCBI,United Community Banks Inc,2910718811,Financial Services,Banks
MHO,MI Homes Inc,2910556975,Consumer Cyclical,Homebuilding & Construction
YY,JOYY Inc,2908895700,Technology,Online Media
LITE,Lumentum Holdings Inc,2905452000,Technology,Communication Equipment
BDC,Belden Inc,2904549891,Technology,Computer Hardware
TPH,Tri Pointe Homes Inc,2903507453,Consumer Cyclical,Homebuilding & Construction
KDNY,Chinook Therapeutics Inc,2900203021,Healthcare,Biotechnology
DNA,Ginkgo Bioworks Holdings Inc - Class A,2896417115,Unknown Sector,Unknown Industry
NOMD,Nomad Foods Ltd,2895750000,Consumer Defensive,Consumer Packaged Goods
CBZ,Cbiz Inc,2895172342,Industrials,Business Services
TCLIF,Theraclion,2889658036,Unknown,Unknown
PBH,Prestige Consumer Healthcare Inc,2887651917,Healthcare,Medical Distribution
VIRT,Virtu Financial Inc - Class A,2882738890,Financial Services,Brokers & Exchanges
HL,Hecla Mining Company,2876802289,Basic Materials,Metals & Mining
OGN,Organon & Company,2872587928,Unknown Sector,Unknown Industry
PLXS,Plexus Corp,2867932292,Technology,Computer Hardware
SGML,Sigma Lithium Corporation,2865266201,Unknown,Unknown
HCC,Warrior Met Coal Inc,2860476089,Basic Materials,Coal
KRYS,Krystal Biotech Inc,2855965938,Healthcare,Biotechnology
MP,MP Materials Corporation,2849482726,Unknown Sector,Unknown Industry
ALRM,Alarm.com Holdings Inc,2849141647,Technology,Application Software
HGTY,Hagerty Inc - Class A,2848505124,Unknown Sector,Unknown Industry
SANM,Sanmina Corp,2847040713,Technology,Computer Hardware
GO,Grocery Outlet Holding Corp,2846765994,Unknown Sector,Unknown Industry
AXSM,Axsome Therapeutics Inc,2836177297,Healthcare,Biotechnology
BANF,Bancfirst Corp,2833320434,Financial Services,Banks
WB,Weibo Corp,2833086940,Technology,Online Media
KLIC,Kulicke & Soffa Industries Inc,2832700578,Technology,Semiconductors
MLTX,MoonLake Immunotherapeutics - Class A,2829428487,Unknown Sector,Unknown Industry
TIGO,Millicom International Cellular S.A.,2829258240,Communication Services,Communication Services
CAMT,Camtek Ltd,2827738470,Technology,Semiconductors
GBTG,Global Business Travel Group Inc - Class A,2822751548,Unknown Sector,Unknown Industry
TDOC,Teladoc Health Inc,2812433544,Technology,Application Software
STEP,StepStone Group Inc - Class A,2812224009,Unknown Sector,Unknown Industry
IBOC,International Bancshares Corp,2807092869,Financial Services,Banks
ZGN,Ermenegildo Zegna N.V.,2803916135,Unknown Sector,Unknown Industry
LGIH,LGI Homes Inc,2803156181,Consumer Cyclical,Homebuilding & Construction
LCII,LCI Industries,2802655000,Consumer Cyclical,Autos
WNS,WNS Holdings Ltd,2802167439,Industrials,Business Services
ACIW,ACI Worldwide Inc,2801762378,Technology,Application Software
CRDO,Credo Technology Group Holding Ltd,2801200987,Unknown Sector,Unknown Industry
SHOO,Steven Madden Ltd,2798688641,Consumer Cyclical,Manufacturing - Apparel & Furniture
FROG,JFrog Ltd,2789837676,Unknown Sector,Unknown Industry
FHI,Federated Hermes Inc - Class B,2789242714,Financial Services,Asset Management
CNS,Cohen & Steers Inc,2783205606,Financial Services,Asset Management
ARLP,Alliance Resource Partners LP,2782775816,Basic Materials,Coal
TNL,Travel+Leisure Company,2782511141,Consumer Cyclical,Travel & Leisure
ENOV,Enovis Corp,2768979351,Industrials,Industrial Products
NVEI,Nuvei Corporation (Sub Voting),2759612807,Unknown Sector,Unknown Industry
SFBS,ServisFirst Bancshares Inc,2758174922,Financial Services,Banks
WD,Walker & Dunlop Inc,2752603499,Financial Services,Banks
SITC,SITE Centers Corp,2751950812,Real Estate,REITs
RNG,RingCentral Inc - Class A,2750586671,Technology,Application Software
BE,Bloom Energy Corp - Class A,2747613163,Utilities,Utilities - Independent Power Producers
AY,Atlantica Sustainable Infrastructure Plc,2747040050,Utilities,Utilities - Regulated
FTDR,Frontdoor Inc,2742737237,Unknown,Unknown
AMPH,Amphastar Pharmaceuticals Inc,2738356492,Healthcare,Drug Manufacturers
GH,Guardant Health Inc,2733987878,Unknown,Unknown
GNW,Genworth Financial Inc - Class A,2732215159,Financial Services,Insurance
RARE,Ultragenyx Pharmaceutical Inc,2731579330,Healthcare,Biotechnology
GMS,GMS Inc,2731426546,Basic Materials,Building Materials
CSWI,CSW Industrials Inc,2728757978,Industrials,Industrial Products
KMPR,Kemper Corporation,2726237362,Financial Services,Insurance
GSHD,Goosehead Insurance Inc - Class A,2723385937,Financial Services,Insurance
MPW,Medical Properties Trust Inc,2722720000,Real Estate,REITs
SPR,Spirit Aerosystems Holdings Inc - Class A,2711200840,Industrials,Aerospace & Defense
PIPR,Piper Sandler Co`s,2709095043,Financial Services,Asset Management
ZLAB,Zai Lab Ltd,2704706545,Healthcare,Biotechnology
ABM,ABM Industries Inc,2704049911,Industrials,Business Services
ESE,Esco Technologies Inc,2700476793,Technology,Computer Hardware
MOD,Modine Manufacturing Company,2697816010,Consumer Cyclical,Autos
CDP,COPT Defense Properties,2695207167,Real Estate,REITs
AYX,Alteryx Inc - Class A,2692864319,Technology,Application Software
HI,Hillenbrand Inc,2691738627,Industrials,Industrial Products
MGEE,MGE Energy Inc,2690193094,Utilities,Utilities - Regulated
DOC,Physicians Realty Trust,2687381043,Real Estate,REITs
AVMC,AVANTIS U.S. MID CAP EQUITY ETF ,2687333744,Unknown,Unknown
NPO,EnPro Industries Inc,2687206886,Industrials,Industrial Products
FBP,First Bancorp PR,2678042614,Financial Services,Banks
NTLA,Intellia Therapeutics Inc,2677736147,Healthcare,Biotechnology
DBRG,DigitalBridge Group Inc - Class A,2677057478,Real Estate,REITs
HEP,Holly Energy Partners L.P.,2674210251,Energy,Oil & Gas - Midstream
ASB,Associated Banc-Corp,2668284871,Financial Services,Banks
GSAT,Globalstar Inc,2664000000,Communication Services,Communication Services
BMBL,Bumble Inc - Class A,2663816004,Unknown Sector,Unknown Industry
CATY,Cathay General Bancorp,2661617699,Financial Services,Banks
AVA,Avista Corp,2661544578,Utilities,Utilities - Regulated
SUBCY,Subsea 7 S.A.,2657222638,Unknown,Unknown
IRTC,iRhythm Technologies Inc,2654740200,Healthcare,Medical Instruments & Equipment
KFY,Korn Ferry,2652880311,Industrials,Employment Services
FIBK,First Interstate BancSystem Inc,2652762485,Financial Services,Banks
SKT,Tanger Factory Outlet Centers Inc,2648439350,Real Estate,REITs
INTA,Intapp Inc,2644993174,Unknown Sector,Unknown Industry
APPN,Appian Corp - Class A,2636596929,Technology,Application Software
SHAK,Shake Shack Inc - Class A,2635525821,Consumer Cyclical,Restaurants
IOSP,Innospec Inc,2634302557,Basic Materials,Chemicals
AIN,Albany International Corp - Class A,2632344000,Consumer Cyclical,Homebuilding & Construction
TRIP,TripAdvisor Inc,2631429749,Consumer Cyclical,Travel & Leisure
SPGZ,Spectrum Group International Inc,2629082300,Discretionary,Diversified Consumer Services
IDCC,Interdigital Inc,2628826407,Communication Services,Communication Services
HTZ,Hertz Global Holdings Inc (New),2620787653,Unknown Sector,Unknown Industry
FOXF,Fox Factory Holding Corp,2612385969,Consumer Cyclical,Autos
TCBI,Texas Capital Bancshares Inc,2605963866,Financial Services,Banks
PRVA,Privia Health Group Inc,2601942321,Unknown Sector,Unknown Industry
FLYW,Flywire Corp,2600043763,Unknown Sector,Unknown Industry
CORT,Corcept Therapeutics Inc,2598530996,Healthcare,Biotechnology
VTMX,Corporacion Inmobiliaria Vesta Sab,2585157741,Unknown Sector,Unknown Industry
ACLX,Arcellx Inc,2581402406,Unknown Sector,Unknown Industry
TRMD,Torm Plc - Class A,2576112000,Industrials,Transportation & Logistics
AMN,AMN Healthcare Services Inc,2575974960,Healthcare,Health Care Providers
BRC,Brady Corp - Class A,2575372936,Industrials,Consulting & Outsourcing
GBDC,Golub Capital BDC Inc,2569360341,Financial Services,Asset Management
DOCN,DigitalOcean Holdings Inc,2566811758,Unknown Sector,Unknown Industry
SITM,SiTime Corp,2564612487,Unknown Sector,Unknown Industry
KSS,Kohl`s Corp,2562385569,Consumer Cyclical,Retail - Apparel & Specialty
OR,Osisko Gold Royalties Ltd,2560184030,Basic Materials,Metals & Mining
CRI,Carters Inc,2538781039,Consumer Cyclical,Manufacturing - Apparel & Furniture
GFF,Griffon Corp,2529799660,Basic Materials,Building Materials
LRN,Stride Inc,2527978698,Consumer Defensive,Education
QS,QuantumScape Corp - Class A,2524796004,Unknown Sector,Unknown Industry
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,2523967239,Real Estate,REITs
CSTM,Constellium SE - Class A,2518069900,Basic Materials,Metals & Mining
VIST,Vista Energy S.A.B. de C.V,2517388445,Unknown,Unknown
IONQ,IonQ Inc,2516234346,Unknown Sector,Unknown Industry
CALX,Calix Inc,2514854893,Technology,Communication Equipment
QFIN,360 DigiTech Inc,2510785920,Unknown Sector,Unknown Industry
OZON,Ozon Holdings PLC,2510399326,Unknown Sector,Unknown Industry
PINC,Premier Inc - Class A,2504969186,Technology,Application Software
BHC,Bausch Health Companies Inc,2502976394,Healthcare,Drug Manufacturers
INDV,Indivior Plc,2495429368,Unknown,Unknown
CVBF,CVB Financial Corp,2494260160,Financial Services,Banks
HAYW,Hayward Holdings Inc,2493479407,Unknown Sector,Unknown Industry
HELE,Helen of Troy Ltd,2493321441,Consumer Defensive,Consumer Packaged Goods
VSAT,Viasat Inc,2491019480,Technology,Communication Equipment
DNLI,Denali Therapeutics Inc,2487340571,Healthcare,Biotechnology
WERN,Werner Enterprises Inc,2484266837,Industrials,Transportation & Logistics
LXP,LXP Industrial Trust,2478373235,Real Estate,REITs
RUN,Sunrun Inc,2478062103,Technology,Semiconductors
PTEN,Patterson-UTI Energy Inc,2477203645,Energy,Oil & Gas - Drilling
GPOR,Gulfport Energy Corp (New),2476974185,Unknown Sector,Unknown Industry
ROG,Rogers Corp,2472583230,Technology,Computer Hardware
LSPD,Lightspeed Commerce Inc (Sub Voting),2471786090,Unknown Sector,Unknown Industry
BATRA,Atlanta Braves Holdings Inc - Class A,2466920021,Consumer Cyclical,Entertainment
ANSLY,Ansell Ltd,2466733066,Unknown,Unknown
SXT,Sensient Technologies Corp,2462746904,Basic Materials,Chemicals
LTHM,Livent Corp,2456709368,Unknown Sector,Unknown Industry
ACVA,ACV Auctions Inc - Class A,2454770965,Unknown Sector,Unknown Industry
RNW,ReNew Energy Global plc - Class A,2453956063,Unknown Sector,Unknown Industry
INDB,Independent Bank Corp,2451281282,Financial Services,Banks
SHLS,Shoals Technologies Group Inc - Class A,2447128814,Unknown Sector,Unknown Industry
ICFI,ICF International Inc,2445343310,Industrials,Business Services
ATAT,Atour Lifestyle Holdings Ltd,2443985474,Unknown Sector,Unknown Industry
ARCO,Arcos Dorados Holdings Inc - Class A,2442004372,Consumer Cyclical,Restaurants
KTOS,Kratos Defense & Security Solutions Inc,2439527493,Industrials,Consulting & Outsourcing
FHB,First Hawaiian Inc,2437343570,Financial Services,Banks
MGRC,McGrath Rentcorp,2436991353,Industrials,Consulting & Outsourcing
NEO,Neogenomics Inc,2435600513,Healthcare,Medical Diagnostics & Research
GLPG,Galapagos NV,2429640659,Healthcare,Biotechnology
AVAL,Grupo Aval Acciones y Valores S.A.,2428630870,Financial Services,Banks
LFST,LifeStance Health Group Inc,2419233542,Unknown Sector,Unknown Industry
CVCO,Cavco Industries Inc,2416073442,Consumer Cyclical,Homebuilding & Construction
REZI,Resideo Technologies Inc,2406739401,Unknown,Unknown
TR,Tootsie Roll Industries Inc,2406719429,Consumer Defensive,Consumer Packaged Goods
HUBG,Hub Group Inc - Class A,2405666950,Industrials,Transportation & Logistics
CBU,Community Bank System Inc,2403353859,Financial Services,Banks
UEC,Uranium Energy Corp,2401091054,Basic Materials,Metals & Mining
CARG,CarGurus Inc - Class A,2400486803,Technology,Online Media
USAC,USA Compression Partners LP,2397994326,Energy,Oil & Gas - Services
AIR,AAR Corp,2392695205,Industrials,Aerospace & Defense
CERT,Certara Inc,2390251174,Unknown Sector,Unknown Industry
LIVN,LivaNova PLC,2373545093,Healthcare,Medical Devices
WSFS,WSFS Financial Corp,2372659476,Financial Services,Banks
ATGE,Adtalem Global Education Inc,2369654359,Consumer Defensive,Education
PSEC,Prospect Capital Corp,2367989509,Financial Services,Asset Management
RXO,RXO Inc,2363044238,Unknown Sector,Unknown Industry
MAC,Macerich Company,2359204938,Real Estate,REITs
AUB,Atlantic Union Bankshares Corp,2352897627,Financial Services,Banks
EVTC,Evertec Inc,2350615322,Technology,Application Software
MTRN,Materion Corp,2342684768,Basic Materials,Metals & Mining
SPB,Spectrum Brands Holdings Inc,2342338819,Consumer Cyclical,Manufacturing - Apparel & Furniture
RVMD,Revolution Medicines Inc,2340602592,Unknown Sector,Unknown Industry
AX,Axos Financial Inc,2337611904,Financial Services,Banks
NHI,National Health Investors Inc,2334581249,Real Estate,REITs
BEAM,Beam Therapeutics Inc,2334009294,Unknown Sector,Unknown Industry
THS,Treehouse Foods Inc,2331815753,Consumer Defensive,Consumer Packaged Goods
BRFS,BRF S.A.,2331798216,Consumer Defensive,Consumer Packaged Goods
MCW,Mister Car Wash Inc,2328148847,Unknown Sector,Unknown Industry
BVN,Compania de Minas Buenaventura S.A.,2324031140,Basic Materials,Metals & Mining
GDRX,GoodRx Holdings Inc - Class A,2323416698,Unknown Sector,Unknown Industry
PRGS,Progress Software Corp,2320513215,Technology,Application Software
CALM,Cal-Maine Foods Inc,2317925199,Consumer Defensive,Consumer Packaged Goods
ARRY,Array Technologies Inc,2317407664,Unknown Sector,Unknown Industry
GLNG,Golar Lng,2315963726,Industrials,Transportation & Logistics
FULT,Fulton Financial Corp,2309531249,Financial Services,Banks
PRMW,Primo Water Corporation,2309483579,Consumer Defensive,Beverages - Non-Alcoholic
CCS,Century Communities Inc,2304506605,Consumer Cyclical,Homebuilding & Construction
VRTV,Veritiv Corp,2302464173,Industrials,Industrial Products
FSLY,Fastly Inc - Class A,2297175982,Unknown Sector,Unknown Industry
OI,O-I Glass Inc,2296437637,Consumer Cyclical,Packaging & Containers
SSRM,SSR Mining Inc,2295583755,Basic Materials,Metals & Mining
JWN,Nordstrom Inc,2294826784,Consumer Cyclical,Retail - Apparel & Specialty
DFH,Dream Finders Homes Inc - Class A,2293256863,Unknown Sector,Unknown Industry
DORM,Dorman Products Inc,2289819286,Consumer Cyclical,Autos
ROAD,Construction Partners Inc - Class A,2285623703,Industrials,Engineering & Construction
CTRE,CareTrust REIT Inc,2282980718,Real Estate,REITs
INSW,International Seaways Inc,2282655844,Industrials,Transportation & Logistics
DICE,DICE Therapeutics Inc,2272418875,Unknown Sector,Unknown Industry
ABR,Arbor Realty Trust Inc,2269729036,Real Estate,REITs
ALVO,Alvotech,2268926742,Unknown Sector,Unknown Industry
RAMP,LiveRamp Holdings Inc,2258398160,Unknown,Unknown
AMBP,Ardagh Metal Packaging S.A.,2256331853,Unknown Sector,Unknown Industry
NMIH,NMI Holdings Inc - Class A,2256138165,Financial Services,Insurance - Property & Casualty
